,0,1,2,3,4
"[[4, 3], [6, 6], [4, 5]]",3.20388938261604,-0.277669046855729,-0.263170616607684,-0.263425702870801,-0.273172354685186
"[[4, 4], [6, 6], [4, 5]]",0.088264809806085,-0.536047549432865,-0.496801753642635,-1.7227487525,-0.525308942251634
"[[3, 3], [6, 6], [4, 5]]",-0.21666970575642,-0.137772024778711,35.7440209050429,0.074933770913733,1.72993072468866
"[[2, 3], [6, 6], [6, 6]]",-0.059222187527032,-0.030584932730533,1.19896558354272,-0.02997001,-0.039803368321337
"[[3, 4], [6, 6], [4, 5]]",-0.40734083054261,-0.590251991054757,12.0029208279787,-0.553842323501647,-0.473260640862758
"[[4, 5], [6, 6], [4, 5]]",0,0,0,0,0
"[[3, 5], [6, 6], [4, 4]]",-0.481765407319486,-0.511211461721295,-0.564380288792446,-0.492462845628926,-0.469959754386144
"[[3, 5], [6, 6], [4, 5]]",-0.931224461309762,-4.42392016540183,0.839256941677985,-0.924126498596367,-0.93129552223439
"[[3, 1], [6, 6], [4, 5]]",49.811526809228,0.227846091910513,5.03145376471985,3.02887653427164,4.38800221134503
"[[2, 1], [6, 6], [4, 5]]",0,0,0,0,0
"[[3, 4], [6, 6], [4, 3]]",1.19380671730375,-5.00699176831198,20.0406112237339,-0.271487593364538,18.7143725924663
"[[3, 4], [6, 6], [4, 4]]",0.218803966115085,-0.17930117271935,27.2213501282548,-0.25238045900879,0.399605811763158
"[[5, 3], [6, 6], [4, 5]]",-0.375176845280851,-0.382612376673214,-0.387234215280032,-0.391512374343505,-0.38256981360011
"[[5, 4], [6, 6], [4, 5]]",-0.648971759046833,-0.647885303763355,-0.648165623973329,-0.644724798572273,-0.648282307415749
"[[4, 5], [6, 6], [3, 2]]",-0.01999,-0.029791,-0.0199,-0.0199891,-0.029882503677127
"[[3, 5], [6, 6], [3, 2]]",-0.034237585544166,-0.029789209,-0.0297901,-0.031801666387697,-0.023636229278446
"[[4, 5], [6, 6], [4, 3]]",-0.254773250904236,-0.247726142705935,-0.4975,-0.251602554065065,-0.253564419614127
"[[4, 5], [6, 6], [4, 4]]",-0.414539088621474,-0.413180632405154,-0.45683393116936,-0.4975,-0.98509975
"[[5, 5], [6, 6], [4, 5]]",-2.88794812477989,-0.897593650362875,-0.896337578776872,-0.897383653648252,-0.896911728329473
"[[3, 4], [6, 6], [4, 2]]",-0.041846129714671,-0.0491890501,-0.049128264132635,-0.04752963742507,-0.041122932699059
"[[4, 4], [6, 6], [4, 3]]",-0.010582728786191,-0.0199,-0.019606621899442,-0.023027393843706,-0.25
"[[4, 4], [6, 6], [4, 4]]",0,0,0,0,0
"[[1, 3], [6, 6], [6, 6]]",-0.02997001,-0.037241738974595,-0.038877118273757,-0.02997001,-0.02997001
"[[1, 2], [6, 6], [6, 6]]",-0.01,0.092960550898947,-0.01,-0.01,-0.01
"[[1, 1], [6, 6], [4, 5]]",0,0.25,0,0,-0.01
"[[5, 5], [6, 6], [4, 2]]",-0.011245609205401,-0.010090875348172,-0.01,-0.01,-0.01
"[[5, 5], [6, 6], [4, 3]]",-0.023589076057546,-0.030475766514878,-0.0199,-0.010097260907938,-0.020481507078377
"[[5, 4], [6, 6], [4, 4]]",-0.014561932553648,-0.014123403608977,-0.012977094986838,-0.013958043392411,-0.0102689209
"[[5, 5], [6, 6], [3, 3]]",-0.01,0,0,0,-0.01009
"[[5, 5], [6, 6], [4, 4]]",-0.742525,-0.112519042227942,-0.104809666804011,-0.120899601119155,-0.114009048694518
"[[3, 3], [6, 6], [4, 4]]",-0.010153907821337,-0.013354155304859,3.90887441187658,-0.020453180303816,-0.010444104437097
"[[3, 5], [6, 6], [4, 1]]",-0.010526678655391,-0.01999,-0.0199,-0.013489754345763,-0.020341425501639
"[[4, 5], [6, 6], [4, 2]]",-0.040636256244247,-0.0297901,-0.029794680345807,-0.032266639674154,-0.030144504483964
"[[4, 5], [6, 6], [4, 1]]",-0.022834041173462,-0.029701,-0.029701,-0.030019473640868,-0.029791
"[[4, 4], [6, 6], [4, 2]]",-0.010267309,-0.01999,-0.25,-0.021462046263096,-0.01
"[[5, 5], [6, 6], [5, 4]]",0,-0.01,0,0,-0.010213344196849
"[[3, 5], [6, 6], [3, 4]]",-0.013599152071303,0,-0.010345480742543,-0.01,-0.25
"[[3, 5], [6, 6], [3, 5]]",0,0,0,0,0
"[[3, 5], [6, 6], [3, 3]]",-0.011856953925967,-0.01999,-0.0199,-0.032817580205153,-0.010785322603466
"[[4, 4], [6, 6], [5, 2]]",0,-0.01,-0.01,-0.01009,-0.01
"[[5, 4], [6, 6], [4, 2]]",0,0,-0.01,-0.01,0
"[[3, 3], [6, 6], [4, 3]]",-0.01,-0.01,-0.0199,-0.005562516126618,-0.009541766156335
"[[3, 2], [6, 6], [4, 4]]",0,0,-0.01,-0.01,0.236388148843983
"[[4, 3], [6, 6], [4, 2]]",0,-0.01,0,-0.01,0
"[[5, 3], [6, 6], [4, 3]]",-0.01,0,0,0,0
"[[4, 5], [6, 6], [5, 3]]",-0.01,-0.01009,-0.0199,-0.010784041942122,-0.01
"[[3, 5], [6, 6], [5, 4]]",-0.012894421101825,-0.012100903162978,-0.007186044736698,0,-0.011442680105686
"[[3, 4], [6, 6], [3, 2]]",-0.01009,-0.01999,-0.0199,-0.01009,-0.010091626994647
"[[4, 4], [6, 6], [5, 4]]",0,0,0,-0.010869859082056,0
"[[4, 5], [6, 6], [3, 3]]",-0.01,-0.01,-0.01999,-0.01,-0.011561635811299
"[[5, 4], [6, 6], [4, 3]]",0,0,-0.01,0,0
"[[5, 3], [6, 6], [4, 4]]",0,-0.012647205121462,0,-0.015190262813025,0
"[[3, 2], [6, 6], [4, 3]]",0,-0.01,0,0,-0.01
"[[3, 1], [6, 6], [4, 3]]",0,-0.01,0,0,0
"[[4, 1], [6, 6], [4, 4]]",0,0,0,0,-0.002916121937907
"[[4, 3], [6, 6], [4, 3]]",0,0,0,0,0
"[[5, 5], [6, 6], [3, 4]]",-0.012969708589991,-0.01,-0.01,-0.010643056796965,0
"[[3, 4], [6, 6], [3, 4]]",0,0,0,0,0
"[[2, 3], [6, 6], [4, 4]]",0,0,0,-0.01,0
"[[2, 3], [6, 6], [5, 4]]",0,0,-0.01,0,0
"[[2, 2], [6, 6], [4, 4]]",-0.01,0,0,-0.008244859693453,0
"[[1, 2], [6, 6], [4, 3]]",0,-0.01,0,0,0
"[[3, 4], [6, 6], [5, 2]]",-0.01999,-0.01999,-0.0199,-0.01999,-0.01035517099859
"[[3, 3], [6, 6], [4, 2]]",0,0,-0.01,-0.010197581295095,0
"[[3, 3], [6, 6], [5, 4]]",0,0,0,-0.01009,0
"[[5, 5], [6, 6], [3, 1]]",-0.01999081,-0.01999,-0.01999,-0.01999,-0.01999
"[[5, 5], [6, 6], [2, 1]]",-0.01,0,-0.01,-0.01,-0.01
"[[5, 4], [6, 6], [2, 2]]",0,0,-0.01,-0.01,-0.01
"[[5, 4], [6, 6], [3, 2]]",-0.01999,-0.0199,-0.01,-0.01,-0.01
"[[5, 3], [6, 6], [3, 1]]",-0.01,-0.01,0,0,0
"[[4, 3], [6, 6], [4, 1]]",-0.01,-0.01,-0.01,-0.01,-0.01
"[[4, 2], [6, 6], [5, 1]]",0,-0.01,0,-0.01,0
"[[5, 2], [6, 6], [5, 1]]",-0.01,0,0,0,0
"[[4, 2], [6, 6], [5, 2]]",0,0,0,0,-0.01
"[[5, 4], [6, 6], [3, 3]]",-0.01,-0.01,-0.01,-0.01,-0.01
"[[4, 4], [6, 6], [3, 2]]",-0.01,-0.01,-0.0199,-0.0200791,-0.0199
"[[4, 5], [6, 6], [6, 6]]",-0.01009,-0.0199,-0.0199,-0.0199,-0.01999
"[[4, 4], [6, 6], [5, 3]]",0,0,0,-0.01,-0.01
"[[5, 5], [6, 6], [2, 2]]",-0.01,-0.01,-0.01,-0.01,0
"[[5, 4], [6, 6], [2, 3]]",-0.01,-0.01,0,-0.01,-0.01
"[[4, 5], [6, 6], [2, 2]]",-0.010198196967161,-0.01999,-0.01,-0.01009,-0.01
"[[4, 5], [6, 6], [1, 1]]",0,-0.01,0,0,-0.01
"[[4, 5], [6, 6], [2, 1]]",-0.01,-0.01,-0.01,-0.0199,-0.01
"[[4, 5], [6, 6], [3, 1]]",-0.01,-0.01009,-0.0199,-0.01,-0.01009
"[[4, 3], [6, 6], [3, 3]]",0,0,-0.01,0,0
"[[4, 2], [6, 6], [3, 4]]",-0.008998626598505,0,0,0,0
"[[4, 5], [6, 6], [5, 1]]",-0.01009,-0.0199,-0.0199,-0.020016673101577,-0.01999
"[[4, 4], [6, 6], [5, 1]]",-0.01,-0.01,-0.01,-0.01009,-0.01
"[[3, 5], [6, 6], [5, 1]]",-0.01009,-0.01,-0.0199,-0.01999,-0.01999
"[[5, 5], [6, 6], [5, 1]]",-0.01009,0,-0.01,-0.0199,-0.01
"[[5, 5], [6, 6], [4, 1]]",-0.01,-0.01,-0.0199,-0.01,-0.01999
"[[4, 4], [6, 6], [3, 1]]",0,0,0,-0.01,-0.01
"[[5, 5], [6, 6], [1, 1]]",-0.01,0,-0.01,-0.01,0
"[[5, 5], [6, 6], [1, 2]]",-0.01,-0.01,0,-0.01,-0.01
"[[4, 4], [6, 6], [2, 1]]",0,-0.01,-0.01,-0.01,-0.01
"[[4, 3], [6, 6], [3, 1]]",-0.01,0,0,-0.01,-0.01
"[[4, 4], [6, 6], [4, 1]]",-0.010289510270133,-0.01,-0.0199,-0.02007991,-0.01999
"[[5, 4], [6, 6], [4, 1]]",0,0,-0.01,0,-0.01
"[[5, 4], [6, 6], [3, 1]]",-0.01,0,0,-0.01,-0.01
"[[3, 4], [6, 6], [2, 2]]",0,-0.01,0,-0.01,-0.01
"[[3, 4], [6, 6], [6, 6]]",-0.01,-0.01,-0.01,-0.01999,-0.01999
"[[3, 3], [6, 6], [1, 2]]",0,-0.01,0,0,0
"[[4, 3], [6, 6], [1, 3]]",0,0,-0.01,-0.01,0
"[[4, 4], [6, 6], [6, 6]]",-0.01,-0.01,-0.0199,-0.01,-0.01
"[[5, 5], [6, 6], [2, 3]]",-0.01,-0.01999,-0.01999,-0.01999,-0.01
"[[5, 4], [6, 6], [1, 3]]",-0.0199,-0.01,-0.01,-0.01,-0.01
"[[5, 4], [6, 6], [1, 2]]",0,-0.01,-0.01,-0.01,0
"[[5, 4], [6, 6], [1, 1]]",-0.0199,-0.01,-0.01,-0.01,-0.01
"[[4, 4], [6, 6], [1, 1]]",-0.01,-0.01,-0.01,0,0
"[[5, 3], [6, 6], [1, 1]]",0,0,-0.01,-0.01009,0
"[[5, 2], [6, 6], [1, 1]]",-0.01,0,0,-0.01,-0.01
"[[5, 3], [6, 6], [1, 2]]",0,-0.01,0,-0.01,0
"[[5, 3], [6, 6], [1, 3]]",-0.01,-0.01,-0.01,0,-0.0199
"[[5, 3], [6, 6], [2, 3]]",0,0,-0.01,0,0
"[[5, 2], [6, 6], [2, 3]]",-0.01,0,0,-0.01,0
"[[5, 3], [6, 6], [3, 3]]",0,0,0,-0.01,0
"[[4, 3], [6, 6], [1, 2]]",-0.01,-0.01,-0.01,-0.01,-0.01
"[[3, 3], [6, 6], [2, 2]]",-0.01,-0.01,-0.01,-0.01,-0.01
"[[2, 3], [6, 6], [3, 2]]",0,0,-0.01,-0.01,0
"[[2, 3], [6, 6], [3, 1]]",-0.01,-0.01,-0.01,-0.01,-0.01
"[[2, 3], [6, 6], [2, 1]]",0,-0.01,0,0,-0.01
"[[3, 2], [6, 6], [2, 3]]",0,-0.01,0,0,0
"[[4, 2], [6, 6], [2, 2]]",-0.01,0,0,-0.01,0
"[[3, 2], [6, 6], [2, 1]]",-0.01,0,0,-0.01,0
"[[3, 3], [6, 6], [1, 1]]",0,0,0,-0.01,-0.01
"[[3, 4], [6, 6], [2, 1]]",-0.01,-0.01,0,0,-0.01
"[[4, 4], [6, 6], [2, 2]]",0,-0.01,-0.01,0,0
"[[4, 3], [6, 6], [2, 2]]",0,0,-0.01,-0.01009,0
"[[4, 2], [6, 6], [1, 2]]",-0.01,0,-0.01,-0.01,-0.01
"[[3, 2], [6, 6], [1, 2]]",0,0,-0.01,0,0
"[[3, 1], [6, 6], [1, 1]]",0,0,-0.01,-0.01,0
"[[3, 2], [6, 6], [1, 1]]",-0.01,-0.01,0,0,0
"[[4, 1], [6, 6], [1, 2]]",-0.01,0,0,0,0
"[[3, 1], [6, 6], [1, 3]]",0.5,0,0,0,-0.01
"[[2, 1], [6, 6], [1, 3]]",0.995,0,0,0,0
"[[2, 1], [6, 6], [2, 3]]",1.489505,0,0,0,0
"[[2, 1], [6, 6], [2, 2]]",0.5,0,0,0,0
"[[2, 1], [6, 6], [3, 2]]",0.5,0,0,0,0
"[[2, 1], [6, 6], [4, 2]]",0.5,0,1.0039955,0,0
"[[2, 1], [6, 6], [5, 2]]",0.995,0,0,0,0
"[[2, 1], [6, 6], [5, 3]]",0.995,0,0,0,0
"[[2, 1], [6, 6], [4, 3]]",0.5045,0,0.5045,0,0
"[[2, 1], [6, 6], [5, 4]]",0.995,0,0,0,0
"[[2, 1], [6, 6], [4, 4]]",0.5,0,0.5,0,0
"[[4, 4], [6, 6], [1, 2]]",-0.01,0,0,-0.01009,0
"[[4, 3], [6, 6], [1, 1]]",-0.01,0,0,0,0
"[[3, 3], [6, 6], [2, 1]]",-0.0199,0,0,0,0
"[[1, 3], [6, 6], [3, 1]]",0,0,-0.01,0,0
"[[1, 2], [6, 6], [3, 1]]",-0.01,0,0,0,-0.01
"[[1, 2], [6, 6], [4, 1]]",-0.01,0,-0.0199,0,0
"[[1, 1], [6, 6], [5, 1]]",0,0,0,-0.01,-0.01
"[[1, 2], [6, 6], [5, 1]]",0,-0.01,0,-0.01,0
"[[1, 3], [6, 6], [5, 1]]",-0.01,0,0,0,0
"[[1, 3], [6, 6], [5, 2]]",0,0,-0.01,0,-0.01
"[[1, 2], [6, 6], [5, 2]]",-0.01,-0.01,0,-0.01,0
"[[2, 2], [6, 6], [5, 1]]",-0.01,0,0,0,-0.01
"[[2, 2], [6, 6], [4, 1]]",-0.01,0,0,0,0
"[[1, 1], [6, 6], [4, 2]]",-0.01,0,0,0,-0.01
"[[1, 1], [6, 6], [4, 1]]",0,0,0,0,-0.01
"[[1, 1], [6, 6], [5, 2]]",0,0,0,-0.01,-0.01
"[[1, 2], [6, 6], [5, 3]]",0,0,-0.01,0,-0.01
"[[1, 1], [6, 6], [5, 3]]",0,0,0,-0.01,0
"[[1, 3], [6, 6], [4, 2]]",-0.01,0,0,0,-0.01
"[[1, 3], [6, 6], [5, 3]]",0,0,0,0,-0.01
"[[1, 3], [6, 6], [5, 4]]",0,0,0,0,-0.010266711022056
"[[5, 5], [6, 6], [3, 2]]",-0.010094761832099,0,0,0,0
"[[3, 5], [6, 6], [3, 1]]",-0.01,-0.0101791,-0.01,0,-0.01
"[[3, 5], [6, 6], [2, 1]]",-0.01,-0.01009,-0.01,0,0
"[[3, 5], [6, 6], [6, 6]]",-0.01999,-0.0199891,-0.01999,-0.01999,-0.01999
"[[3, 4], [6, 6], [1, 1]]",0,-0.01,-0.01,0,0
"[[4, 5], [6, 6], [3, 4]]",0,0,-0.01,0,0
"[[4, 4], [6, 6], [3, 5]]",0,-0.01,0,0,0
"[[5, 4], [6, 6], [3, 4]]",0,0,0,-0.01,-0.01
"[[3, 2], [6, 6], [5, 2]]",0,0,-0.01,0,0
"[[3, 1], [6, 6], [5, 3]]",0,0,-0.01,-0.01,0
"[[4, 2], [6, 6], [4, 4]]",0,0,0.004567853841478,0,0
"[[5, 4], [6, 6], [2, 1]]",0,0,0,0,-0.01
"[[3, 3], [6, 6], [3, 1]]",-0.01,0,0,-0.01009,0
"[[5, 5], [6, 6], [5, 2]]",0,-0.01,-0.01,0,0
"[[5, 4], [6, 6], [5, 1]]",-0.01009,0,-0.0199,-0.01,-0.01
"[[5, 3], [6, 6], [5, 1]]",-0.01,0,-0.5,0,0
"[[5, 2], [6, 6], [5, 2]]",0,0,0,0,0
"[[3, 4], [6, 6], [3, 3]]",0,0,0,-0.01,0
"[[5, 3], [6, 6], [4, 2]]",0,0,-0.01,-0.01,0
"[[5, 2], [6, 6], [4, 3]]",0,0,-0.01,-0.01,0
"[[5, 1], [6, 6], [4, 4]]",0,0,-0.010759540535295,0,0
"[[4, 4], [6, 6], [2, 3]]",0,-0.01,0,0,0
"[[5, 5], [6, 6], [1, 3]]",-0.01009,0,-0.01,0,0
"[[4, 2], [6, 6], [3, 3]]",0,-0.01,0,0,0
"[[3, 3], [6, 6], [5, 1]]",0,-0.01,0,0,0
"[[5, 3], [6, 6], [2, 1]]",0,-0.01,-0.01,0,-0.01
"[[2, 2], [6, 6], [3, 1]]",0,0,0,-0.01,-0.01
"[[2, 3], [6, 6], [4, 1]]",-0.01,0,0,-0.01,-0.01
"[[1, 3], [6, 6], [4, 1]]",0,0,-0.01,-0.01,0
"[[1, 2], [6, 6], [3, 2]]",0,0,-0.01,0,0
"[[1, 1], [6, 6], [3, 2]]",0,0,-0.01,0,0
"[[1, 1], [6, 6], [3, 1]]",0,0,0,-0.01,0
"[[1, 2], [6, 6], [2, 1]]",-0.01,0,0,-0.01,-0.01
"[[1, 3], [6, 6], [2, 2]]",0,0,0,0,-0.01
"[[1, 3], [6, 6], [2, 1]]",0,0,-0.01,0,0
"[[1, 2], [6, 6], [1, 1]]",-0.5,0,0,0,0
"[[1, 2], [6, 6], [1, 2]]",0,0,0,0,0
"[[2, 3], [6, 6], [4, 2]]",0,0,-0.01,0,0
"[[2, 2], [6, 6], [4, 2]]",0,0,0.5,-0.01,0
"[[2, 3], [6, 6], [4, 3]]",0,-0.002363469450096,0,0,0
"[[4, 4], [6, 6], [3, 3]]",-0.011265121636209,0,-0.01,0,0
"[[4, 3], [6, 6], [2, 3]]",-0.01,0,0,0,0
"[[5, 3], [6, 6], [2, 2]]",0,0,0,0,-0.01
"[[4, 2], [6, 6], [1, 1]]",-0.01,0,-0.01,0,0
"[[4, 1], [6, 6], [1, 1]]",0,0,0,-0.01,0
"[[2, 2], [6, 6], [2, 1]]",0,-0.01,0,-0.01,0
"[[2, 1], [6, 6], [4, 1]]",0,0,1.988015495,0,0
"[[2, 1], [6, 6], [5, 1]]",0,0,1.988015495,0,0
"[[3, 4], [6, 6], [3, 1]]",0,-0.01009,0,0,0
"[[4, 3], [6, 6], [5, 1]]",0,-0.01,0,-0.01,-0.01
"[[5, 3], [6, 6], [4, 1]]",0,-0.01,0,-0.01,0
"[[5, 3], [6, 6], [3, 2]]",0,0,0,-0.01,0
